paper_id,title
212148,Paper 212148
212149,Paper 212149
212150,Paper 212150
212151,Paper 212151
212153,Paper 212153
212154,Paper 212154
212155,Paper 212155
212156,Paper 212156
212157,Paper 212157
212159,Paper 212159
212160,Paper 212160
212161,Paper 212161
212162,Paper 212162
212163,Paper 212163
212164,Paper 212164
212129,Paper 212129
212165,Paper 212165
212166,Paper 212166
212167,Paper 212167
212168,Paper 212168
212169,Paper 212169
212170,Paper 212170
212171,Paper 212171
9806212,Renormal-order improvement of the Schwinger mass
9608176,Anomalous Behavior in the Massive Schwinger Model
9712032,Theta Dependence of Meson Masses in the Small Mass Limit of the Massive Schwinger Model
212172,Paper 212172
212174,Paper 212174
212175,Paper 212175
212176,Paper 212176
209243,Paper 209243
212178,Paper 212178
212179,Paper 212179
212180,Paper 212180
212181,Paper 212181
212182,Paper 212182
212183,Paper 212183
212184,Paper 212184
212185,Paper 212185
212186,Paper 212186
212187,Paper 212187
212188,Paper 212188
212189,Paper 212189
212190,Paper 212190
212191,Paper 212191
212198,Paper 212198
212219,Paper 212219
212192,Paper 212192
212193,Paper 212193
212194,Paper 212194
212195,Paper 212195
212196,Paper 212196
212197,Paper 212197
212199,Paper 212199
212200,Paper 212200
212201,Paper 212201
212202,Paper 212202
212203,Paper 212203
212204,Paper 212204
212205,Paper 212205
212206,Paper 212206
212207,Paper 212207
212209,Paper 212209
212210,Paper 212210
212211,Paper 212211
212233,Paper 212233
212212,Paper 212212
212213,Paper 212213
212214,Paper 212214
212215,Paper 212215
212216,Paper 212216
9503038,Duality symmetry in four-dimensional string actions
212217,Paper 212217
212218,Paper 212218
212220,Paper 212220
212221,Paper 212221
212222,Paper 212222
212223,Paper 212223
9404018,The Nappi-Witten example and gravitational waves
212224,Paper 212224
212225,Paper 212225
212226,Paper 212226
212227,Paper 212227
212228,Paper 212228
212229,Paper 212229
212230,Paper 212230
212231,Paper 212231
212234,Paper 212234
212235,Paper 212235
212236,Paper 212236
212237,Paper 212237
212238,Paper 212238
212239,Paper 212239
212245,Paper 212245
212240,Paper 212240
212242,Paper 212242
212243,Paper 212243
212244,Paper 212244
212246,Paper 212246
9302142,Wave Functional of Quantum Black Holes in Two Dimensions
212247,Paper 212247
212248,Paper 212248
212249,Paper 212249
212250,Paper 212250
201083,Paper 201083
212251,Paper 212251
212252,Paper 212252
212253,Paper 212253
212254,Paper 212254
212255,Paper 212255
212257,Paper 212257
212258,Paper 212258
212259,Paper 212259
212260,Paper 212260
212261,Paper 212261
212262,Paper 212262
212263,Paper 212263
212264,Paper 212264
212265,Paper 212265
212266,Paper 212266
212267,Paper 212267
212268,Paper 212268
212270,Paper 212270
212271,Paper 212271
212272,Paper 212272
212274,Paper 212274
212275,Paper 212275
212276,Paper 212276
9512002,Canonical Transformations in a Higher-Derivative Field Theory
212277,Paper 212277
212278,Paper 212278
212279,Paper 212279
212280,Paper 212280
212281,Paper 212281
212282,Paper 212282
9705042,Irreversible Quantum Mechanics in the Neutral K-System
212284,Paper 212284
212285,Paper 212285
212286,Paper 212286
212287,Paper 212287
212288,Paper 212288
212289,Paper 212289
201143,Paper 201143
212290,Paper 212290
212291,Paper 212291
212292,Paper 212292
212293,Paper 212293
212294,Paper 212294
212295,Paper 212295
212296,Paper 212296
212297,Paper 212297
212298,Paper 212298
9503216,A tachyonic extension of the stringy no-go theorem
212299,Paper 212299
212300,Paper 212300
212302,Paper 212302
212303,Paper 212303
212305,Paper 212305
212306,Paper 212306
212307,Paper 212307
212308,Paper 212308
212309,Paper 212309
212310,Paper 212310
212311,Paper 212311
212312,Paper 212312
212313,Paper 212313
9305039,On the Twisted $N=2$ Superconformal Structure in $2d$ Gravity Coupled to Matter
212314,Paper 212314
212315,Paper 212315
212316,Paper 212316
212317,Paper 212317
212318,Paper 212318
212320,Paper 212320
212321,Paper 212321
212322,Paper 212322
212323,Paper 212323
212324,Paper 212324
212326,Paper 212326
9501130,Symmetry Breaking in the Static Coordinate System of de Sitter Spacetime
9410092,On Bogoliubov Transformation of Scalar Wave Functions in De Sitter Space
212327,Paper 212327
212328,Paper 212328
212329,Paper 212329
212330,Paper 212330
212331,Paper 212331
212332,Paper 212332
212333,Paper 212333
212334,Paper 212334
212335,Paper 212335
212336,Paper 212336
212337,Paper 212337
212338,Paper 212338
212339,Paper 212339
212340,Paper 212340
212341,Paper 212341
212342,Paper 212342
212343,Paper 212343
212344,Paper 212344
212345,Paper 212345
212346,Paper 212346
212347,Paper 212347
212348,Paper 212348
301001,Paper 301001
9612100,The Multidimensional Darboux Transformation
301002,Paper 301002
301003,Paper 301003
301004,Paper 301004
301005,Paper 301005
301006,Paper 301006
301007,Paper 301007
301008,Paper 301008
301009,Paper 301009
301010,Paper 301010
301011,Paper 301011
301012,Paper 301012
301013,Paper 301013
301014,Paper 301014
301015,Paper 301015
301016,Paper 301016
301017,Paper 301017
301018,Paper 301018
301019,Paper 301019
9810156,Quantum Caustics for Systems with Quadratic Lagrangians
9905189,Quantum Caustics for Systems with Quadratic Lagrangians in Multi-Dimensions
301020,Paper 301020
301021,Paper 301021
301022,Paper 301022
301023,Paper 301023
301025,Paper 301025
301026,Paper 301026
9809041,Higher dimensional Taub-Bolt solutions and the entropy of non compact manifolds
301027,Paper 301027
301028,Paper 301028
301029,Paper 301029
301030,Paper 301030
301031,Paper 301031
301032,Paper 301032
301033,Paper 301033
9312099,"On Integrable Models Related to the $osp(1,2)$ Gaudin Algebra"
301034,Paper 301034
301035,Paper 301035
301036,Paper 301036
301037,Paper 301037
301038,Paper 301038
301039,Paper 301039
301040,Paper 301040
301041,Paper 301041
301042,Paper 301042
301043,Paper 301043
301044,Paper 301044
301045,Paper 301045
301046,Paper 301046
301047,Paper 301047
301048,Paper 301048
301049,Paper 301049
301050,Paper 301050
301051,Paper 301051
9404164,Induced Parity Violation in Odd Dimensions
301054,Paper 301054
301055,Paper 301055
301056,Paper 301056
301057,Paper 301057
301058,Paper 301058
301059,Paper 301059
301060,Paper 301060
9503197,IRREDUCIBLE GAUGE THEORIES IN THE FRAMEWORK OF THE Sp(2)-COVARIANT QUANTIZATION METHOD
9601013,Covariant Quantisation in the Antifield Formalism
9303020,van Vleck determinants: geodesic focussing and defocussing in Lorentzian spacetimes
9305098,New Realisations of Minimal Models and the Structure of W-Strings
9505174,An alternative BRST operator for topological Landau-Ginzburg models
301061,Paper 301061
301062,Paper 301062
9606028,"Conditional symmetry and spectrum of the one-dimensional Schr\""odinger equation"
301063,Paper 301063
301064,Paper 301064
210015,Paper 210015
301065,Paper 301065
301066,Paper 301066
210260,Paper 210260
9309160,"The $q$-deformed Schr\""odinger Equation of the Harmonic Oscillator on the Quantum Euclidian Space"
301067,Paper 301067
301068,Paper 301068
301069,Paper 301069
301070,Paper 301070
301071,Paper 301071
9202017,Rational Curves on Calabi-Yau Threefolds
301072,Paper 301072
301073,Paper 301073
301074,Paper 301074
301075,Paper 301075
301076,Paper 301076
301077,Paper 301077
301078,Paper 301078
301079,Paper 301079
301080,Paper 301080
301081,Paper 301081
301082,Paper 301082
9511022,Relativistic KMS-condition and Kaellen-Lehmann type representatios of thermal propagators
301083,Paper 301083
301084,Paper 301084
301085,Paper 301085
301086,Paper 301086
301088,Paper 301088
301089,Paper 301089
301090,Paper 301090
301091,Paper 301091
303037,Paper 303037
301092,Paper 301092
301093,Paper 301093
301094,Paper 301094
301095,Paper 301095
301096,Paper 301096
9803181,Generalized BFT Formalism of Electroweak Theory in the Unitary Gauge
301097,Paper 301097
301098,Paper 301098
301099,Paper 301099
301100,Paper 301100
301101,Paper 301101
301102,Paper 301102
301103,Paper 301103
301104,Paper 301104
301105,Paper 301105
301106,Paper 301106
301107,Paper 301107
301108,Paper 301108
301109,Paper 301109
301110,Paper 301110
301111,Paper 301111
301112,Paper 301112
301113,Paper 301113
301114,Paper 301114
9905158,Energy Levels of Interacting Fields in a Box
301115,Paper 301115
301116,Paper 301116
301118,Paper 301118
301119,Paper 301119
301120,Paper 301120
301121,Paper 301121
301122,Paper 301122
301123,Paper 301123
301124,Paper 301124
301125,Paper 301125
301126,Paper 301126
301127,Paper 301127
301128,Paper 301128
301129,Paper 301129
301130,Paper 301130
301131,Paper 301131
301132,Paper 301132
301133,Paper 301133
301134,Paper 301134
301135,Paper 301135
301136,Paper 301136
301137,Paper 301137
301138,Paper 301138
301139,Paper 301139
301140,Paper 301140
301142,Paper 301142
301179,Paper 301179
301141,Paper 301141
9706016,Decay of accelerated particles
301143,Paper 301143
9208033,A Hierarchical Array of Integrable Models
301144,Paper 301144
301146,Paper 301146
301147,Paper 301147
301148,Paper 301148
301149,Paper 301149
301150,Paper 301150
301151,Paper 301151
301152,Paper 301152
208189,Paper 208189
9501095,Properties of an Alternate Lax Description of the KdV Hierarchy
9410165,KDV and NLS Equations as Tri-Hamiltonian Systems
301153,Paper 301153
301154,Paper 301154
301155,Paper 301155
301157,Paper 301157
301160,Paper 301160
301161,Paper 301161
301162,Paper 301162
301163,Paper 301163
301164,Paper 301164
301165,Paper 301165
301166,Paper 301166
9911167,The Finiteness Requirement for Six-Dimensional Euclidean Einstein Gravity
301167,Paper 301167
301168,Paper 301168
301169,Paper 301169
301170,Paper 301170
9408117,Production of soft photons from the quark-gluon plasma in hot QCD- Screening of mass singularities
301171,Paper 301171
301172,Paper 301172
301173,Paper 301173
301174,Paper 301174
301175,Paper 301175
301176,Paper 301176
301177,Paper 301177
206099,Paper 206099
301178,Paper 301178
301180,Paper 301180
9305138,String Variations on Kaluza-Klein Cosmology
301181,Paper 301181
301182,Paper 301182
301183,Paper 301183
209151,Paper 209151
301184,Paper 301184
301185,Paper 301185
301186,Paper 301186
301187,Paper 301187
301189,Paper 301189
301190,Paper 301190
301191,Paper 301191
9701116,Negative modes in the four-dimensional stringy wormholes
9612249,Classical instanton and wormhole solutions of Type IIB string theory
301192,Paper 301192
301193,Paper 301193
301195,Paper 301195
301196,Paper 301196
301197,Paper 301197
301198,Paper 301198
301199,Paper 301199
301200,Paper 301200
301202,Paper 301202
301203,Paper 301203
301204,Paper 301204
9906003,String theory in Lorentz-invariant light cone gauge
301206,Paper 301206
301207,Paper 301207
301209,Paper 301209
203214,Paper 203214
9607222,A Holstein-Primakoff and Dyson Realizations for the Lie Superalgebra gl(m/n+1)
9306149,Finite-dimensional representations of the quantum superalgebra $U_q[gl(n/m)]$ and related q-identities
301210,Paper 301210
301211,Paper 301211
301212,Paper 301212
9610176,String Solutions to Supergravity
9606058,Exact Solutions to Supergravity
301213,Paper 301213
301214,Paper 301214
301215,Paper 301215
301216,Paper 301216
301217,Paper 301217
301218,Paper 301218
301219,Paper 301219
301194,Paper 301194
301220,Paper 301220
301221,Paper 301221
301222,Paper 301222
301223,Paper 301223
301224,Paper 301224
301225,Paper 301225
108086,Paper 108086
301226,Paper 301226
301227,Paper 301227
301228,Paper 301228
301229,Paper 301229
301230,Paper 301230
301231,Paper 301231
301232,Paper 301232
301233,Paper 301233
9712091,Higher Loop String Cosmology with Moduli and Antisymmetric Tensor Field
301235,Paper 301235
301236,Paper 301236
301237,Paper 301237
301238,Paper 301238
301239,Paper 301239
301240,Paper 301240
301241,Paper 301241
301242,Paper 301242
301243,Paper 301243
301244,Paper 301244
301246,Paper 301246
301247,Paper 301247
301248,Paper 301248
301249,Paper 301249
301250,Paper 301250
301251,Paper 301251
301252,Paper 301252
301253,Paper 301253
301255,Paper 301255
302001,Paper 302001
302002,Paper 302002
302003,Paper 302003
302004,Paper 302004
302005,Paper 302005
302006,Paper 302006
302007,Paper 302007
9911102,A small but nonzero cosmological constant
302008,Paper 302008
9605004,The Schrodinger Wave Functional and Vacuum States in Curved Spacetime
302009,Paper 302009
302010,Paper 302010
302011,Paper 302011
302012,Paper 302012
302013,Paper 302013
302014,Paper 302014
9503100,On the Chern-Simons Gauge Field
9802159,Remarks on the solutions of the Maxwell- Chern-Simons theories
9505115,SELF-DUAL NON-ABELIAN VORTICES IN A $\PHI^2$ CHERN-SIMONS THEORY
9702029,Vortex solutions of a Maxwell-Chern-Simons field coupled to four-fermion theory
9703184,Vortex solutions in axial or chiral coupled non-relativistic spinor- Chern-Simons theory
9802062,Vortex Solutions of Four-fermion Theory coupled to a Yang-Mills-Chern-Simons Gauge Field
302015,Paper 302015
302017,Paper 302017
302018,Paper 302018
9609049,Unraveling spontaneously broken abelian Chern-Simons theories
302019,Paper 302019
302020,Paper 302020
302021,Paper 302021
302022,Paper 302022
302023,Paper 302023
302024,Paper 302024
302026,Paper 302026
302027,Paper 302027
302028,Paper 302028
302029,Paper 302029
302030,Paper 302030
302031,Paper 302031
302032,Paper 302032
302033,Paper 302033
301256,Paper 301256
9309048,Particle Mechanics Models with W-symmetries
302034,Paper 302034
302035,Paper 302035
302036,Paper 302036
302037,Paper 302037
302038,Paper 302038
302039,Paper 302039
302040,Paper 302040
302041,Paper 302041
302043,Paper 302043
302044,Paper 302044
302045,Paper 302045
302046,Paper 302046
9208073,Deformation of Supersymmetric and Conformal Quantum Mechanics Through Affine Transformations
9304107,Self-Similar Potentials and the q-Oscillator Algebra at Roots of Unity
302047,Paper 302047
302049,Paper 302049
302050,Paper 302050
302052,Paper 302052
302053,Paper 302053
109221,Paper 109221
302054,Paper 302054
302055,Paper 302055
302056,Paper 302056
302057,Paper 302057
302058,Paper 302058
302059,Paper 302059
302060,Paper 302060
302062,Paper 302062
302063,Paper 302063
302064,Paper 302064
302065,Paper 302065
302066,Paper 302066
302067,Paper 302067
302069,Paper 302069
302070,Paper 302070
302071,Paper 302071
302072,Paper 302072
302073,Paper 302073
302074,Paper 302074
302075,Paper 302075
302077,Paper 302077
302078,Paper 302078
9611067,Fusing the coordinates of quantum superspace
9212093,Differential Calculus on Quantum Spaces and Quantum Groups
9401141,Induced extended calculus on the quantum plane
302081,Paper 302081
302083,Paper 302083
302084,Paper 302084
204135,Paper 204135
302085,Paper 302085
302086,Paper 302086
302087,Paper 302087
302089,Paper 302089
302090,Paper 302090
302091,Paper 302091
302092,Paper 302092
302093,Paper 302093
302094,Paper 302094
302095,Paper 302095
302096,Paper 302096
302097,Paper 302097
302098,Paper 302098
302099,Paper 302099
302100,Paper 302100
302101,Paper 302101
9706064,Composite Skyrme Model with Vector Mesons
302102,Paper 302102
302103,Paper 302103
302104,Paper 302104
302105,Paper 302105
302106,Paper 302106
302107,Paper 302107
302108,Paper 302108
302109,Paper 302109
302110,Paper 302110
302111,Paper 302111
302112,Paper 302112
302113,Paper 302113
302115,Paper 302115
302116,Paper 302116
302117,Paper 302117
302118,Paper 302118
302119,Paper 302119
302120,Paper 302120
302121,Paper 302121
9911036,Two-dimensional QCD and instanton contribution
9308046,Constraints and Hamiltonian in Light-Front Quantized Field Theory
9312064,Light-Front Quantized Field Theory (Spontaneous symmetry breaking. Phase transition in scalar field theory.)
9412205,Phase Transition in Scalar Theory Quantized on the Light-Front
9412239,Light-Front Dynamics of Chern-Simons Systems
9610044,Light-Front Quantization of Field Theory
9610149,Theta-Vacua in the Light-Front Quantized Schwinger Model
302122,Paper 302122
302123,Paper 302123
302124,Paper 302124
302125,Paper 302125
302126,Paper 302126
302127,Paper 302127
302128,Paper 302128
210204,Paper 210204
302129,Paper 302129
302130,Paper 302130
302131,Paper 302131
302132,Paper 302132
9810043,Out of Equilibrium Relativistic Quantum Field Theory --- Perturbation Theory and Progress of Phase Transition
302133,Paper 302133
302135,Paper 302135
302136,Paper 302136
302137,Paper 302137
302138,Paper 302138
302139,Paper 302139
302079,Paper 302079
302140,Paper 302140
302141,Paper 302141
302142,Paper 302142
302143,Paper 302143
302144,Paper 302144
302145,Paper 302145
302146,Paper 302146
302147,Paper 302147
302148,Paper 302148
302149,Paper 302149
302150,Paper 302150
302151,Paper 302151
302152,Paper 302152
302153,Paper 302153
302154,Paper 302154
302155,Paper 302155
302156,Paper 302156
302157,Paper 302157
302158,Paper 302158
302159,Paper 302159
302160,Paper 302160
302161,Paper 302161
302162,Paper 302162
9707092,Order Parameter for Confinement in Large N Gauge Theories with Fundamental Matter
302163,Paper 302163
302164,Paper 302164
302165,Paper 302165
302167,Paper 302167
302168,Paper 302168
302169,Paper 302169
302170,Paper 302170
302171,Paper 302171
302172,Paper 302172
302173,Paper 302173
302174,Paper 302174
302175,Paper 302175
302176,Paper 302176
9511124,Gribov Problem and BRST Symmetry
302177,Paper 302177
302178,Paper 302178
302179,Paper 302179
302180,Paper 302180
302181,Paper 302181
302182,Paper 302182
302183,Paper 302183
302184,Paper 302184
302185,Paper 302185
302186,Paper 302186
302187,Paper 302187
301052,Paper 301052
9610221,Symmetries of the stochastic Burgers equation
9606089,Exact Computations in the Burgers Problem
302188,Paper 302188
302189,Paper 302189
302190,Paper 302190
302191,Paper 302191
302192,Paper 302192
302193,Paper 302193
9807147,Self-dual gravity and self-dual Yang-Mills in the context of Macdowell-Mansouri formalism
302194,Paper 302194
302195,Paper 302195
302196,Paper 302196
302197,Paper 302197
302198,Paper 302198
302199,Paper 302199
302200,Paper 302200
302201,Paper 302201
302202,Paper 302202
302203,Paper 302203
9708021,On the Schild action for D=0 and D=1 strings
302204,Paper 302204
302205,Paper 302205
302206,Paper 302206
302207,Paper 302207
302208,Paper 302208
302209,Paper 302209
302210,Paper 302210
302211,Paper 302211
302212,Paper 302212
302213,Paper 302213
302214,Paper 302214
302215,Paper 302215
9712250,The spacetime attribute of matter
302216,Paper 302216
9406004,Monopole Gauge Fields and Quantum Potentials Induced by the Geometry in Simple Dynamical Systems
9409080,A Complete Perturbative Expansion for Constrained Quantum Dynamics
9508160,Adiabatic Motion of a Quantum Particle in a Two-Dimensional Magnetic Field
9609042,Quantum Charged Spinning Particles in a Strong Magnetic Field (a Quantal Guiding Center Theory)
9803187,Charged Particles in a 2+1 Curved Background
9809189,Effective Dynamics on a Line
9901108,Dirac Particles in Twisted Tubes
9210027,On the definition of Quantum Free Particle on Curved Manifolds
9702064,Quantum Mechanical Embedding of Spinning Particle and Induced Spin-connection
9702191,Geometrically Induced Gauge Structure on Manifolds Embedded in a Higher Dimensional Space
9703181,Embedding of Relativistic Particles and Spinor Natural-Frame
302217,Paper 302217
302218,Paper 302218
302219,Paper 302219
302220,Paper 302220
9512090,Determinant representation for a quantum correlation function of the lattice sine-Gordon model
9406133,Determinant Representations for Correlation Functions of Spin-1/2 XXX and XXZ Heisenberg Magnets
302222,Paper 302222
302223,Paper 302223
302224,Paper 302224
302225,Paper 302225
302226,Paper 302226
302227,Paper 302227
302228,Paper 302228
302229,Paper 302229
302230,Paper 302230
303001,Paper 303001
9510018,On Effective Superpotentials in Supersymmetric Gauge Theories
303002,Paper 303002
303003,Paper 303003
303004,Paper 303004
303005,Paper 303005
303006,Paper 303006
303007,Paper 303007
303008,Paper 303008
303032,Paper 303032
9509124,Solvable statistical models on a random lattice
303009,Paper 303009
9307172,Yukawa Couplings involving Excited Twisted Sector States for ${\bf Z}_N$ and ${\bf Z}_M\times {\bf Z}_N$ Orbifolds
303010,Paper 303010
303011,Paper 303011
303012,Paper 303012
303013,Paper 303013
303014,Paper 303014
303015,Paper 303015
303016,Paper 303016
303017,Paper 303017
303018,Paper 303018
303019,Paper 303019
303020,Paper 303020
303021,Paper 303021
9910084,Topological current of point defects and its bifurcation
9910239,A new topological aspect of the arbitrary dimensional topological defects
9705085,A Remark on the Effective Description of Topological Defects
9809011,The generation of the (k-1)-dimensional defect objects and their topological quantization
303022,Paper 303022
303023,Paper 303023
303024,Paper 303024
303025,Paper 303025
9212047,Quantum Deformation of BRST Algebra
9407053,$q$-Deformed Chern Characters for Quantum Groups $SU_{q}(N)$
303026,Paper 303026
303027,Paper 303027
303029,Paper 303029
303030,Paper 303030
303031,Paper 303031
303033,Paper 303033
303034,Paper 303034
303035,Paper 303035
303139,Paper 303139
303057,Paper 303057
303036,Paper 303036
303038,Paper 303038
303039,Paper 303039
303040,Paper 303040
303041,Paper 303041
9302057,On a New Supersymmetric KdV Hierarchy in $2{-}d$ Quantum Supergravity
9512029,A Mathematica Package for Computing N=2 Superfield Operator Product Expansions
303042,Paper 303042
303043,Paper 303043
303044,Paper 303044
303045,Paper 303045
303046,Paper 303046
303047,Paper 303047
303048,Paper 303048
303049,Paper 303049
303050,Paper 303050
303051,Paper 303051
303052,Paper 303052
303053,Paper 303053
9707084,Some remarks on topological 4d-gravity
303054,Paper 303054
303055,Paper 303055
303056,Paper 303056
303058,Paper 303058
9705222,Backreaction of excitations on a domain wall
9801001,Forced Topological Nontrivial Field Configurations
9903185,Dynamics of a planar domain wall with oscillating thickness in \lambda \Phi^{4} model
9607116,Backreaction of excitations on a vortex
303059,Paper 303059
303060,Paper 303060
303061,Paper 303061
303062,Paper 303062
303063,Paper 303063
303064,Paper 303064
303065,Paper 303065
303066,Paper 303066
303067,Paper 303067
303068,Paper 303068
303069,Paper 303069
303070,Paper 303070
303072,Paper 303072
303073,Paper 303073
303074,Paper 303074
303075,Paper 303075
303076,Paper 303076
303078,Paper 303078
303079,Paper 303079
303080,Paper 303080
303081,Paper 303081
303082,Paper 303082
303083,Paper 303083
303084,Paper 303084
303085,Paper 303085
303086,Paper 303086
303087,Paper 303087
303088,Paper 303088
303089,Paper 303089
303090,Paper 303090
303091,Paper 303091
303092,Paper 303092
303093,Paper 303093
303094,Paper 303094
303095,Paper 303095
303096,Paper 303096
303097,Paper 303097
304124,Paper 304124
304177,Paper 304177
303232,Paper 303232
303238,Paper 303238
304084,Paper 304084
304089,Paper 304089
303098,Paper 303098
9604083,On the Solution and Ellipticity Properties of the Self-duality equations of Corrigan et al in Eight Dimensions
9707178,Seiberg-Witten Equations on R^8
9811161,Monopole equations on 8-manifolds with Spin(7) holonomy
9509041,An Explicit Construction of Self-dual 2-forms in Eight Dimensions
9605060,The Geometry of Self-dual 2-forms
9611118,Brief Resume of Seiberg-Witten Theory
303099,Paper 303099
303100,Paper 303100
303101,Paper 303101
303102,Paper 303102
303103,Paper 303103
303104,Paper 303104
303105,Paper 303105
303106,Paper 303106
303107,Paper 303107
303108,Paper 303108
303109,Paper 303109
303110,Paper 303110
303111,Paper 303111
303112,Paper 303112
303113,Paper 303113
303114,Paper 303114
303115,Paper 303115
303116,Paper 303116
303117,Paper 303117
303118,Paper 303118
303119,Paper 303119
303120,Paper 303120
9504075,Quantum Gravity with Boundaries near Two Dimensions
303121,Paper 303121
303122,Paper 303122
303123,Paper 303123
303124,Paper 303124
303125,Paper 303125
303126,Paper 303126
212158,Paper 212158
303127,Paper 303127
303128,Paper 303128
9405022,Gravity and Discrete Symmetry
303130,Paper 303130
303132,Paper 303132
9909057,Modified initial state for perturbative QCD
303131,Paper 303131
303133,Paper 303133
303134,Paper 303134
303135,Paper 303135
303137,Paper 303137
303138,Paper 303138
303140,Paper 303140
303141,Paper 303141
303143,Paper 303143
303144,Paper 303144
303145,Paper 303145
303146,Paper 303146
303147,Paper 303147
9411064,"Chiral fermions, Gravity and GUTs"
9506003,Analytic index and chiral fermions
303148,Paper 303148
303149,Paper 303149
303150,Paper 303150
303151,Paper 303151
303152,Paper 303152
303153,Paper 303153
303154,Paper 303154
303155,Paper 303155
303156,Paper 303156
303157,Paper 303157
303158,Paper 303158
303159,Paper 303159
303160,Paper 303160
303161,Paper 303161
303162,Paper 303162
303163,Paper 303163
303164,Paper 303164
303165,Paper 303165
303166,Paper 303166
303167,Paper 303167
303168,Paper 303168
303169,Paper 303169
9605005,Parquet Approximation in Large $N$ Matrix Theories
9512225,The Master Field in Generalised $QCD_2$
9601022,Large $N$ Matrix Models and $q$-Deformed Quantum Field Theories
303170,Paper 303170
303171,Paper 303171
303172,Paper 303172
303173,Paper 303173
303174,Paper 303174
303175,Paper 303175
301053,Paper 301053
303176,Paper 303176
303177,Paper 303177
303178,Paper 303178
303179,Paper 303179
303180,Paper 303180
303181,Paper 303181
303182,Paper 303182
303183,Paper 303183
303184,Paper 303184
303185,Paper 303185
303186,Paper 303186
303187,Paper 303187
303189,Paper 303189
303190,Paper 303190
303191,Paper 303191
303192,Paper 303192
303193,Paper 303193
303194,Paper 303194
303196,Paper 303196
303197,Paper 303197
303198,Paper 303198
303199,Paper 303199
303200,Paper 303200
303201,Paper 303201
9604108,Algebraic Proof of the Symmetric Space Theorem
303202,Paper 303202
303203,Paper 303203
303204,Paper 303204
303205,Paper 303205
303206,Paper 303206
303207,Paper 303207
303208,Paper 303208
303209,Paper 303209
303210,Paper 303210
303211,Paper 303211
303212,Paper 303212
303213,Paper 303213
303214,Paper 303214
303215,Paper 303215
303216,Paper 303216
9607103,A Z_3-graded generalization of supermatrices
303217,Paper 303217
102003,Paper 102003
303218,Paper 303218
303219,Paper 303219
303220,Paper 303220
303221,Paper 303221
303222,Paper 303222
303223,Paper 303223
303224,Paper 303224
303225,Paper 303225
303226,Paper 303226
303227,Paper 303227
303228,Paper 303228
9407059,"Quantization of a relativistic particle on the SL(2,R) manifold based on Hamiltonian reduction"
9309099,Chiral Quantization on a Group Manifold
303229,Paper 303229
303230,Paper 303230
303231,Paper 303231
303233,Paper 303233
303234,Paper 303234
303235,Paper 303235
303236,Paper 303236
303237,Paper 303237
303239,Paper 303239
303240,Paper 303240
303241,Paper 303241
9901114,Definition of Magnetic Monopole Numbers for SU(N) Lattice Gauge-Higgs Models
303243,Paper 303243
303244,Paper 303244
303245,Paper 303245
303246,Paper 303246
303247,Paper 303247
303248,Paper 303248
303249,Paper 303249
303251,Paper 303251
9412040,Analytic Structure of Amplitudes in Gauge Theories with Confinement
9511007,Dispersion Relations in Gauge Theories with Confinement
9607045,Asymptotic Limits and Sum Rules for Propagators in Quantum Chromodynamics
9412024,2d Gravity Coupled to Topological Minimal Models
303252,Paper 303252
303253,Paper 303253
303255,Paper 303255
303256,Paper 303256
303257,Paper 303257
303258,Paper 303258
303260,Paper 303260
303261,Paper 303261
303262,Paper 303262
303263,Paper 303263
9612046,"Quantum Integrable Systems: Construction, Solution, Algebraic Aspect"
9402051,"Extended reflection equation algebras, the braid group on a handlebody and associated link polynomials"
9502040,Exact solution and interfacial tension of the six-vertex model with anti-periodic boundary conditions
9509029,Classical and Quantum Nonultralocal Systems on the Lattice
303264,Paper 303264
303265,Paper 303265
303266,Paper 303266
9910176,Cosmological Spinning Multi-`Black-Hole' Solution in String Theory
9811088,BPS Force Balances via Spin-Spin Interactions
9907017,Stringy Probe Particle and Force Balance
303267,Paper 303267
303268,Paper 303268
303269,Paper 303269
303270,Paper 303270
304001,Paper 304001
304002,Paper 304002
304003,Paper 304003
304004,Paper 304004
304005,Paper 304005
304006,Paper 304006
304007,Paper 304007
304008,Paper 304008
304009,Paper 304009
304010,Paper 304010
304011,Paper 304011
304012,Paper 304012
304013,Paper 304013
304014,Paper 304014
304015,Paper 304015
304018,Paper 304018
304019,Paper 304019
304020,Paper 304020
304022,Paper 304022
304023,Paper 304023
304024,Paper 304024
304025,Paper 304025
304026,Paper 304026
304027,Paper 304027
304028,Paper 304028
304029,Paper 304029
304030,Paper 304030
304031,Paper 304031
304032,Paper 304032
304033,Paper 304033
304034,Paper 304034
304035,Paper 304035
304036,Paper 304036
304037,Paper 304037
304038,Paper 304038
304039,Paper 304039
304040,Paper 304040
304041,Paper 304041
304042,Paper 304042
304043,Paper 304043
304044,Paper 304044
304045,Paper 304045
304046,Paper 304046
304047,Paper 304047
304049,Paper 304049
304050,Paper 304050
304051,Paper 304051
304052,Paper 304052
304053,Paper 304053
304056,Paper 304056
304057,Paper 304057
304058,Paper 304058
304059,Paper 304059
304060,Paper 304060
304061,Paper 304061
304062,Paper 304062
6083,Paper 6083
304063,Paper 304063
304064,Paper 304064
304065,Paper 304065
304066,Paper 304066
9808176,"Goldstone and Pseudo-Goldstone Bosons in Nuclear, Particle and Condensed-Matter Physics"
304067,Paper 304067
304068,Paper 304068
